<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<PRICE>,<TOTAL>,,
08.12.2020,12:37:00,108937,115140,107932,111511,46,110880,5100480,,
08.12.2020,12:38:00,112482,115154,107944,109299,56,"111219,75",6228306,,
08.12.2020,12:39:00,114448,115174,108144,109466,72,111808,8050176,,
08.12.2020,12:40:00,108703,115282,107955,108665,5,"110151,25","550756,25",,
08.12.2020,12:41:00,110235,115053,108075,115053,1,112104,112104,,
08.12.2020,12:42:00,113356,115294,107928,113439,98,"112504,25","11025416,5",,
08.12.2020,12:43:00,109140,115172,108073,114667,33,111763,3688179,,
08.12.2020,12:44:00,114996,115266,108074,113760,3,113024,339072,,
08.12.2020,12:46:00,109726,115271,108029,110300,10,"110831,5",1108315,,
08.12.2020,12:47:00,110481,115281,108005,114366,9,"112033,25","1008299,25",,
08.12.2020,12:48:00,110559,115157,108057,108329,49,"110525,5","5415749,5",,
08.12.2020,12:49:00,113650,115178,108024,111649,93,"112125,25","10427648,25",,
08.12.2020,12:50:00,107919,115283,107917,113098,93,"111054,25","10328045,25",,
08.12.2020,12:51:00,111966,115270,107945,110343,27,111381,3007287,,
08.12.2020,12:52:00,109062,115039,107982,114315,70,"111599,5",7811965,,
08.12.2020,12:53:00,113473,115184,108058,109136,78,"111462,75","8694094,5",,
08.12.2020,12:54:00,114054,115204,108019,108992,89,"111567,25","9929485,25",,
08.12.2020,12:55:00,108421,115205,108053,112112,47,"110947,75","5214544,25",,
08.12.2020,12:56:00,112625,115024,108137,109265,76,"111262,75",8455969,,
08.12.2020,12:57:00,113333,115223,108011,109878,36,"111611,25",4018005,,
08.12.2020,12:58:00,109221,114972,107917,113932,1,"111510,5","111510,5",,
08.12.2020,12:59:00,112294,115177,108008,109149,84,111157,9337188,,
08.12.2020,13:00:00,113698,115278,107955,110928,87,"111964,75","9740933,25",,
08.12.2020,13:01:00,109850,115205,108027,115076,70,"112039,5",7842765,,
08.12.2020,13:02:00,110292,115299,107914,109377,71,"110720,5","7861155,5",,
08.12.2020,13:03:00,115011,115257,107941,112185,98,"112598,5",11034653,,
08.12.2020,13:04:00,115161,115281,107905,114289,69,113159,7807971,,
08.12.2020,13:05:00,112402,115174,107905,112757,62,"112059,5",6947689,,
08.12.2020,13:06:00,108431,115259,107930,115259,35,"111719,75","3910191,25",,
08.12.2020,13:07:00,114078,115221,107955,109087,69,"111585,25","7699382,25",,
08.12.2020,13:08:00,114194,115260,108045,113762,71,"112815,25","8009882,75",,
08.12.2020,13:09:00,111098,114942,108070,109460,47,"110892,5","5211947,5",,
08.12.2020,13:10:00,109895,115200,107955,114020,52,"111767,5",5811910,,
08.12.2020,13:11:00,115083,115140,108004,112545,63,112693,7099659,,
08.12.2020,13:12:00,112183,115089,107947,108798,72,"111004,25",7992306,,
08.12.2020,13:13:00,111156,115294,108104,109787,79,"111085,25","8775734,75",,
08.12.2020,13:14:00,114627,115016,107906,111603,89,112288,9993632,,
08.12.2020,13:15:00,109680,115282,108088,111734,55,111196,6115780,,
08.12.2020,13:16:00,115152,115224,108051,114369,24,113199,2716776,,
08.12.2020,13:17:00,110326,115263,107925,112871,26,"111596,25","2901502,5",,
08.12.2020,13:18:00,108796,115244,107966,109294,15,110325,1654875,,
08.12.2020,13:19:00,109229,115109,107934,111130,6,"110850,5",665103,,
08.12.2020,13:20:00,108964,115163,107900,111424,86,"110862,75","9534196,5",,
08.12.2020,13:21:00,109415,115134,107910,109289,94,110437,10381078,,
08.12.2020,13:22:00,113290,115043,107982,114003,88,"112579,5",9906996,,
08.12.2020,13:23:00,115163,115163,107910,114222,65,"113114,5","7352442,5",,
08.12.2020,13:24:00,112978,115204,108141,112396,72,"112179,75",8076942,,
08.12.2020,13:25:00,111220,115295,108160,111884,38,"111639,75","4242310,5",,
08.12.2020,13:26:00,110687,115236,107931,114081,82,"111983,75","9182667,5",,
08.12.2020,13:27:00,114701,115257,107915,115096,68,"113242,25",7700473,,
08.12.2020,13:28:00,114503,115299,107985,109623,19,"111852,5","2125197,5",,
08.12.2020,13:29:00,110917,115109,107960,111653,13,"111409,75","1448326,75",,
08.12.2020,13:30:00,111095,115090,107920,112984,46,"111772,25","5141523,5",,
08.12.2020,13:31:00,111192,115251,107957,114194,89,"112148,5","9981216,5",,
08.12.2020,13:32:00,112749,115214,108355,111118,35,111859,3915065,,
08.12.2020,13:33:00,111701,115297,108009,112339,9,"111836,5","1006528,5",,
08.12.2020,13:34:00,112896,115275,107991,109891,52,"111513,25",5798689,,
08.12.2020,13:35:00,112057,114910,108026,109965,84,"111239,5",9344118,,
08.12.2020,13:36:00,108240,115296,107957,110515,61,110502,6740622,,
08.12.2020,13:37:00,113574,115218,108446,109828,88,"111766,5",9835452,,
08.12.2020,13:38:00,107998,115253,107998,109640,81,"110222,25","8928002,25",,
08.12.2020,13:39:00,113969,115208,107920,109550,52,"111661,75",5806411,,
08.12.2020,13:40:00,109091,115241,108113,108249,28,"110173,5",3084858,,
08.12.2020,13:41:00,108068,114960,108068,110909,86,"110501,25","9503107,5",,
08.12.2020,13:42:00,109890,115251,108059,112019,53,"111304,75","5899151,75",,
08.12.2020,13:43:00,108128,115279,108128,112627,75,"111040,5","8328037,5",,
08.12.2020,13:44:00,110133,115078,107935,108849,11,"110498,75","1215486,25",,
08.12.2020,13:45:00,108477,115101,107920,108924,69,"110105,5","7597279,5",,
08.12.2020,13:46:00,109463,115224,107959,114294,75,111735,8380125,,
08.12.2020,13:47:00,110718,114950,108199,113809,51,111919,5707869,,
08.12.2020,13:48:00,110686,115186,107935,110101,7,110977,776839,,
08.12.2020,13:49:00,109640,115214,108269,112001,52,111281,5786612,,
08.12.2020,13:50:00,112785,115289,108185,109454,52,"111428,25",5794269,,
08.12.2020,13:51:00,115194,115194,108142,112238,6,112692,676152,,
08.12.2020,13:52:00,109235,115243,107952,110021,63,"110612,75","6968603,25",,
08.12.2020,13:53:00,111767,115182,108012,112178,14,"111784,75","1564986,5",,
08.12.2020,13:54:00,113341,115243,107911,108676,78,"111292,75","8680834,5",,
08.12.2020,13:55:00,111898,115238,107949,111452,27,"111634,25","3014124,75",,
08.12.2020,13:56:00,110565,114982,108042,108860,86,"110612,25","9512653,5",,
08.12.2020,13:57:00,111912,115154,107939,108452,2,"110864,25","221728,5",,
08.12.2020,13:58:00,111035,115239,108072,114590,42,112234,4713828,,
08.12.2020,13:59:00,114010,115099,107912,114162,53,"112795,75","5978174,75",,
08.12.2020,14:00:00,109775,115068,107954,109810,38,"110651,75","4204766,5",,
08.12.2020,14:01:00,112944,115299,107955,113820,60,"112504,5",6750270,,
08.12.2020,14:02:00,110052,115267,107976,114380,35,"111918,75","3917156,25",,
08.12.2020,14:03:00,109980,115175,108017,109061,24,"110558,25",2653398,,
08.12.2020,14:04:00,109410,115114,108291,115070,88,"111971,25",9853470,,
08.12.2020,14:05:00,108443,115221,107953,109741,59,"110339,5","6510030,5",,
08.12.2020,14:06:00,113685,115161,108033,108541,24,111355,2672520,,
08.12.2020,14:07:00,108603,115121,108055,114561,53,111585,5914005,,
08.12.2020,14:08:00,114852,115098,108034,109666,69,"111912,5","7721962,5",,
08.12.2020,14:09:00,108297,115004,107942,113120,6,"111090,75","666544,5",,
08.12.2020,14:10:00,113668,115187,108061,114332,12,112812,1353744,,
08.12.2020,14:11:00,108914,115272,108195,114446,85,"111706,75","9495073,75",,
08.12.2020,14:12:00,112560,115130,107931,113114,21,"112183,75","2355858,75",,
08.12.2020,14:13:00,111036,115039,107914,109959,69,110987,7658103,,
08.12.2020,14:14:00,114729,115064,107910,111943,92,"112411,5",10341858,,
08.12.2020,14:15:00,114453,115012,107936,111597,8,"112249,5",897996,,
08.12.2020,14:16:00,111025,115238,107995,110154,88,111103,9777064,,
08.12.2020,14:17:00,112639,115140,107924,114231,16,"112483,5",1799736,,
08.12.2020,14:18:00,114598,115209,108477,111339,47,"112405,75","5283070,25",,
08.12.2020,14:19:00,109483,115007,107921,111122,8,"110883,25",887066,,
08.12.2020,14:20:00,113563,115292,108193,113730,16,"112694,5",1803112,,
08.12.2020,14:21:00,113688,115292,108118,108425,80,"111380,75",8910460,,
08.12.2020,14:22:00,110378,115057,108146,111836,56,"111354,25",6235838,,
08.12.2020,14:23:00,114414,114880,108080,113114,21,112622,2365062,,
08.12.2020,14:24:00,114058,115103,108015,112542,81,"112429,5","9106789,5",,
08.12.2020,14:25:00,110352,115114,107918,111444,31,111207,3447417,,
08.12.2020,14:26:00,109910,115221,107949,113089,5,"111542,25","557711,25",,
08.12.2020,14:27:00,108353,115267,108256,114051,13,"111481,75","1449262,75",,
08.12.2020,14:28:00,114236,115289,107923,110392,6,111960,671760,,
08.12.2020,14:29:00,109787,115243,108155,109912,75,"110774,25","8308068,75",,
08.12.2020,14:30:00,110935,115205,107921,110734,49,"111198,75","5448738,75",,
08.12.2020,14:31:00,112956,115210,107913,109266,21,"111336,25","2338061,25",,
08.12.2020,14:32:00,108680,115281,108209,110992,63,"110790,5","6979801,5",,
08.12.2020,14:33:00,112761,115164,107919,107919,16,"110940,75",1775052,,
08.12.2020,14:34:00,108568,115110,107961,112764,26,"111100,75","2888619,5",,
08.12.2020,14:36:00,109936,115002,107947,113390,70,"111568,75","7809812,5",,
08.12.2020,14:37:00,111517,115224,108048,108499,67,110822,7425074,,
08.12.2020,14:38:00,114124,115255,108010,110203,54,111898,6042492,,
08.12.2020,14:39:00,111823,115181,107929,110952,94,"111471,25","10478297,5",,
08.12.2020,14:40:00,110152,115267,107975,110204,75,"110899,5","8317462,5",,
08.12.2020,14:41:00,115131,115138,108046,112389,90,112676,10140840,,
08.12.2020,14:42:00,113725,115005,107937,108253,88,111230,9788240,,
08.12.2020,14:43:00,108368,115094,107910,109769,58,"110285,25","6396544,5",,
08.12.2020,14:44:00,111367,115255,108080,109316,76,"111004,5",8436342,,
08.12.2020,14:45:00,110612,115129,107974,113151,98,"111716,5",10948217,,
08.12.2020,14:46:00,115221,115224,107930,112230,94,"112651,25","10589217,5",,
08.12.2020,14:47:00,109606,114776,108575,108963,19,110480,2099120,,
08.12.2020,14:48:00,112881,114636,108034,109086,98,"111159,25","10893606,5",,
08.12.2020,14:49:00,108484,115182,107932,111605,12,"110800,75",1329609,,
08.12.2020,14:50:00,115160,115265,108021,113800,83,"113061,5","9384104,5",,
08.12.2020,14:51:00,109696,115280,107915,114277,33,111792,3689136,,
08.12.2020,14:52:00,108508,115213,107963,108351,87,"110008,75","9570761,25",,
08.12.2020,14:53:00,111875,115277,107911,110605,86,111417,9581862,,
08.12.2020,14:54:00,111468,115207,107974,113598,19,"112061,75","2129173,25",,
08.12.2020,14:55:00,112813,115266,107934,114341,62,"112588,5",6980487,,
08.12.2020,14:56:00,108541,115191,108135,114578,48,"111611,25",5357340,,
08.12.2020,14:57:00,108385,115096,108038,108038,11,"109889,25","1208781,75",,
08.12.2020,14:58:00,109809,115183,108427,110844,2,"111065,75","222131,5",,
08.12.2020,14:59:00,110241,115167,107904,109882,50,"110798,5",5539925,,
08.12.2020,15:00:00,111526,115163,108030,112130,11,"111712,25","1228834,75",,
08.12.2020,15:01:00,114972,114972,108163,109128,14,"111808,75","1565322,5",,
08.12.2020,15:02:00,113430,115279,107929,115163,61,"112950,25","6889965,25",,
08.12.2020,15:03:00,114907,115287,107990,110789,18,"112243,25","2020378,5",,
08.12.2020,15:04:00,108278,115275,107967,111606,38,"110781,5",4209697,,
08.12.2020,15:05:00,108434,115263,107900,113206,96,"111200,75",10675272,,
08.12.2020,15:06:00,114215,115115,108061,111624,66,"112253,75","7408747,5",,
08.12.2020,15:07:00,111498,115251,108083,109210,37,"111010,5","4107388,5",,
08.12.2020,15:08:00,111449,115245,108016,109303,55,"111003,25","6105178,75",,
08.12.2020,15:09:00,113489,115257,108039,114663,35,112862,3950170,,
08.12.2020,15:10:00,112791,115298,108277,112174,41,112135,4597535,,
08.12.2020,15:11:00,113492,115293,108002,110581,42,111842,4697364,,
08.12.2020,15:12:00,109221,115222,108065,115004,31,111878,3468218,,
08.12.2020,15:13:00,111049,115273,107972,114985,84,"112319,75",9434859,,
08.12.2020,15:14:00,112337,115186,108036,113433,56,112248,6285888,,
08.12.2020,15:15:00,113776,115183,108011,110599,45,"111892,25","5035151,25",,
08.12.2020,15:16:00,108403,115096,107931,114545,25,"111493,75","2787343,75",,
08.12.2020,15:17:00,112363,115232,107916,113973,3,112371,337113,,
08.12.2020,15:18:00,109765,115072,108145,112289,72,"111317,75",8014878,,
08.12.2020,15:19:00,108527,115250,108378,111821,50,110994,5549700,,
08.12.2020,15:20:00,114716,115171,107992,110090,67,"111992,25","7503480,75",,
08.12.2020,15:21:00,114853,115147,108101,114519,73,113155,8260315,,
08.12.2020,15:22:00,107980,115263,107962,111135,95,110585,10505575,,
08.12.2020,15:23:00,112494,115286,108032,109773,13,"111396,25","1448151,25",,
08.12.2020,15:24:00,108907,115286,107960,111609,83,"110940,5","9208061,5",,
08.12.2020,15:25:00,114437,115176,108004,110808,23,"112106,25","2578443,75",,
08.12.2020,15:26:00,110540,115205,107998,114021,98,111941,10970218,,
08.12.2020,15:27:00,109361,115243,108228,110528,77,110840,8534680,,
08.12.2020,15:28:00,108977,115200,108452,114618,77,"111811,75","8609504,75",,
08.12.2020,15:29:00,111634,115156,107936,112910,32,111909,3581088,,
08.12.2020,15:30:00,111638,115248,108025,114941,41,112463,4610983,,
08.12.2020,15:31:00,112410,114993,107926,114367,32,112424,3597568,,
08.12.2020,15:32:00,109181,115094,107950,111165,37,"110847,5","4101357,5",,
08.12.2020,15:33:00,109457,115219,107925,112559,17,111290,1891930,,
08.12.2020,15:34:00,111832,115242,107930,112704,84,111927,9401868,,
08.12.2020,15:35:00,113312,115203,108200,111055,75,"111942,5","8395687,5",,
08.12.2020,15:36:00,110833,115294,108109,109500,87,110934,9651258,,
08.12.2020,15:37:00,112374,115297,108090,113250,62,"112252,75","6959670,5",,
08.12.2020,15:38:00,109642,115298,107967,112475,76,"111345,5",8462258,,
08.12.2020,15:39:00,108119,115158,107984,115158,91,"111604,75","10156032,25",,
08.12.2020,15:40:00,108781,115078,107947,110776,57,"110645,5","6306793,5",,
08.12.2020,15:41:00,110421,114749,107984,108438,54,110398,5961492,,
08.12.2020,15:42:00,110977,115114,107980,108790,51,"110715,25","5646477,75",,
08.12.2020,15:43:00,111862,115271,108442,114352,93,"112481,75","10460802,75",,
08.12.2020,15:44:00,111204,114836,107968,111991,93,"111499,75","10369476,75",,
08.12.2020,15:45:00,114312,115127,108500,113362,35,"112825,25","3948883,75",,
08.12.2020,15:46:00,114000,115234,108214,111208,47,112164,5271708,,
08.12.2020,15:47:00,112296,115077,108017,112487,8,"111969,25",895754,,
08.12.2020,15:48:00,114214,115098,107936,113933,39,"112795,25","4399014,75",,
08.12.2020,15:49:00,111198,115273,107941,112925,1,"111834,25","111834,25",,
08.12.2020,15:50:00,113205,115279,107921,110609,65,"111753,5","7263977,5",,
08.12.2020,15:51:00,110116,115286,108314,112924,15,111660,1674900,,
08.12.2020,15:52:00,115061,115262,107923,108593,93,"111709,75","10389006,75",,
08.12.2020,15:53:00,112705,115213,107959,109809,50,"111421,5",5571075,,
08.12.2020,15:54:00,109236,115263,108223,111320,77,"111010,5","8547808,5",,
08.12.2020,15:55:00,111321,115230,107987,112321,79,"111714,75","8825465,25",,
08.12.2020,15:56:00,111463,115219,107911,112620,28,"111803,25",3130491,,
08.12.2020,15:57:00,111054,115231,108217,113718,84,112055,9412620,,
08.12.2020,15:58:00,108231,115201,108124,115172,3,111682,335046,,
08.12.2020,15:59:00,110655,115286,108166,109872,12,"110994,75",1331937,,
08.12.2020,16:00:00,114095,115248,108049,114800,39,113048,4408872,,
08.12.2020,16:01:00,111089,115293,107994,109134,82,"110877,5",9091955,,
08.12.2020,16:02:00,110790,115124,107978,113217,76,"111777,25",8495071,,
08.12.2020,16:03:00,113434,115242,107910,110548,56,"111783,5",6259876,,
08.12.2020,16:04:00,113360,115244,108132,110826,24,"111890,5",2685372,,
08.12.2020,16:05:00,110623,115267,107924,110784,29,"111149,5","3223335,5",,
08.12.2020,16:06:00,108976,115290,108099,110146,59,"110627,75","6527037,25",,
08.12.2020,16:07:00,110250,115283,107958,108327,21,"110454,5","2319544,5",,
08.12.2020,16:08:00,111398,115273,107907,113720,52,"112074,5",5827874,,
08.12.2020,16:09:00,113174,115243,108098,113868,79,"112595,75","8895064,25",,
08.12.2020,16:10:00,111186,115283,107940,110416,86,"111206,25","9563737,5",,
08.12.2020,16:11:00,108803,115245,107971,109395,95,"110353,5","10483582,5",,
08.12.2020,16:12:00,112156,115295,108224,109113,14,111197,1556758,,
08.12.2020,16:13:00,109382,115235,107939,108606,37,"110290,5","4080748,5",,
08.12.2020,16:14:00,108688,115244,107910,109759,24,"110400,25",2649606,,
08.12.2020,16:15:00,111613,115255,107969,108206,32,"110760,75",3544344,,
08.12.2020,16:16:00,115095,115095,107929,110240,98,"112089,75","10984795,5",,
08.12.2020,16:17:00,111739,115165,107929,108112,89,"110736,25","9855526,25",,
08.12.2020,16:18:00,108712,115250,108082,110643,66,"110671,75","7304335,5",,
08.12.2020,16:19:00,113201,115104,107905,112186,17,112099,1905683,,
08.12.2020,16:20:00,113988,115053,108057,110379,1,"111869,25","111869,25",,
08.12.2020,16:21:00,111339,115250,107936,112436,72,"111740,25",8045298,,
08.12.2020,16:22:00,112725,115280,108138,111340,25,"111870,75","2796768,75",,
08.12.2020,16:23:00,109794,115184,107954,112991,14,"111480,75","1560730,5",,
08.12.2020,16:24:00,114224,115162,108102,111449,76,"112234,25",8529803,,
08.12.2020,16:25:00,111213,115277,108003,108079,84,110643,9294012,,
08.12.2020,16:26:00,112587,114780,108118,113210,48,"112173,75",5384340,,
08.12.2020,16:27:00,110446,115249,108388,115194,10,"112319,25","1123192,5",,
08.12.2020,16:28:00,111455,115153,108002,112112,30,"111680,5",3350415,,
08.12.2020,16:29:00,113990,115179,108111,115008,16,113072,1809152,,
08.12.2020,16:30:00,110587,115192,108113,113582,2,"111868,5",223737,,
08.12.2020,16:31:00,114455,115298,108431,110535,60,"112179,75",6730785,,
08.12.2020,16:32:00,112303,115288,108060,110110,36,"111440,25",4011849,,
08.12.2020,16:33:00,109509,115051,107984,108593,70,"110284,25","7719897,5",,
08.12.2020,16:34:00,114487,115186,108202,113659,5,"112883,5","564417,5",,
08.12.2020,16:35:00,113624,115290,107932,115035,78,"112970,25","8811679,5",,
08.12.2020,16:36:00,108136,115230,107952,111747,93,"110766,25","10301261,25",,
08.12.2020,16:37:00,109605,115255,108010,113116,55,"111496,5","6132307,5",,
08.12.2020,16:38:00,108710,115252,108207,110311,52,110620,5752240,,
08.12.2020,16:39:00,108142,115063,107962,111758,76,"110731,25",8415575,,
08.12.2020,16:40:00,114577,115261,108161,110506,48,"112126,25",5382060,,
08.12.2020,16:41:00,112919,115226,107936,113229,81,"112327,5","9098527,5",,
08.12.2020,16:42:00,113093,115242,107907,115139,77,"112845,25","8689084,25",,
08.12.2020,16:43:00,114658,115218,107905,115130,14,"113227,75","1585188,5",,
08.12.2020,16:44:00,109192,115298,108002,110028,69,110630,7633470,,
08.12.2020,16:45:00,113738,115292,107958,111144,59,112033,6609947,,
08.12.2020,16:46:00,112867,115136,107925,110802,79,"111682,5","8822917,5",,
08.12.2020,16:47:00,108044,115137,108044,113487,69,111178,7671282,,
08.12.2020,16:48:00,108871,115183,107934,113992,28,111495,3121860,,
08.12.2020,16:49:00,114615,115153,108035,112265,60,112517,6751020,,
08.12.2020,16:50:00,110728,115297,107970,112047,46,"111510,5",5129483,,
08.12.2020,16:51:00,110960,115175,108137,110196,24,111117,2666808,,
08.12.2020,16:52:00,108267,115109,108105,110846,13,"110581,75","1437562,75",,
08.12.2020,16:53:00,114355,115289,108062,114902,16,113152,1810432,,
08.12.2020,16:54:00,108776,115195,107930,112543,27,111111,2999997,,
08.12.2020,16:55:00,113015,115243,108186,112508,20,112238,2244760,,
08.12.2020,16:56:00,109342,115277,108013,110538,22,"110792,5",2437435,,
08.12.2020,16:57:00,111019,114927,107928,111241,8,"111278,75",890230,,
08.12.2020,16:58:00,108746,115294,107969,110700,38,"110677,25","4205735,5",,
08.12.2020,16:59:00,109011,115218,107992,112702,87,"111230,75","9677075,25",,
08.12.2020,17:00:00,111752,115298,107954,115298,63,"112575,5","7092256,5",,
08.12.2020,17:01:00,110096,115233,107968,114663,81,111990,9071190,,
08.12.2020,17:02:00,113549,115170,107988,110229,42,111734,4692828,,
08.12.2020,17:03:00,113030,115151,108125,113507,94,"112453,25","10570605,5",,
08.12.2020,17:04:00,110212,115172,108029,111679,29,111273,3226917,,
08.12.2020,17:05:00,112743,115294,107997,114196,96,"112557,5",10805520,,
08.12.2020,17:06:00,110000,115253,108132,115204,68,"112147,25",7626013,,
08.12.2020,17:07:00,110675,115218,108110,108496,90,"110624,75","9956227,5",,
08.12.2020,17:08:00,114275,115273,108117,113193,95,"112714,5","10707877,5",,
08.12.2020,17:09:00,112823,115064,107950,112588,77,"112106,25","8632181,25",,
08.12.2020,17:10:00,108658,115290,108028,108365,6,"110085,25","660511,5",,
08.12.2020,17:11:00,114879,115268,108109,112135,16,"112597,75",1801564,,
08.12.2020,17:12:00,112032,115224,107907,114083,59,"112311,5","6626378,5",,
08.12.2020,17:13:00,111170,115255,108107,110482,54,"111253,5",6007689,,
08.12.2020,17:14:00,114468,115076,107945,110528,53,"112004,25","5936225,25",,
08.12.2020,17:15:00,112158,115195,107944,113777,49,"112268,5","5501156,5",,
08.12.2020,17:16:00,108217,115013,108217,109030,9,"110119,25","991073,25",,
08.12.2020,17:17:00,109562,115112,108060,112754,1,111372,111372,,
08.12.2020,17:18:00,110044,115275,108252,108321,79,110473,8727367,,
08.12.2020,17:19:00,113285,115053,108117,109897,34,111588,3793992,,
08.12.2020,17:20:00,112042,115116,107952,110866,68,111494,7581592,,
08.12.2020,17:21:00,113968,115172,107947,113860,83,"112736,75","9357150,25",,
08.12.2020,17:22:00,108829,115196,108049,108679,86,"110188,25","9476189,5",,
08.12.2020,17:23:00,108177,114870,107934,110265,43,"110311,5","4743394,5",,
08.12.2020,17:24:00,112384,115297,107963,110555,20,"111549,75",2230995,,
08.12.2020,17:25:00,113193,115049,107950,110604,34,111699,3797766,,
08.12.2020,17:26:00,109168,115117,108157,109126,57,110392,6292344,,
08.12.2020,17:27:00,113859,115072,107915,110437,60,"111820,75",6709245,,
08.12.2020,17:28:00,112825,115218,108142,108358,8,"111135,75",889086,,
08.12.2020,17:29:00,111132,115125,107938,110696,77,"111222,75","8564151,75",,
08.12.2020,17:30:00,109177,115028,107982,113400,97,"111396,75","10805484,75",,
08.12.2020,17:31:00,108537,115289,108189,109711,8,"110431,5",883452,,
08.12.2020,17:32:00,114790,115293,108312,114444,96,"113209,75",10868136,,
08.12.2020,17:33:00,111147,115236,107967,113078,23,111857,2572711,,
08.12.2020,17:34:00,110272,115266,107993,113640,34,"111792,75","3800953,5",,
08.12.2020,17:35:00,111017,115265,107983,111829,42,"111523,5",4683987,,
08.12.2020,17:36:00,114090,114930,107959,113332,23,"112577,75","2589288,25",,
08.12.2020,17:37:00,109636,115280,107910,108184,60,"110252,5",6615150,,
08.12.2020,17:38:00,113934,115298,107974,110151,84,"111839,25",9394497,,
08.12.2020,17:39:00,109575,115120,108005,109476,67,110544,7406448,,
08.12.2020,17:40:00,112691,114807,108136,110364,26,"111499,5",2898987,,
08.12.2020,17:41:00,113621,115248,107983,108832,14,111421,1559894,,
08.12.2020,17:42:00,111090,115270,107956,110599,52,"111228,75",5783895,,
08.12.2020,17:43:00,109330,115212,107982,114904,52,111857,5816564,,
08.12.2020,17:44:00,111863,115257,107967,115257,37,112586,4165682,,
08.12.2020,17:45:00,113317,115082,107957,108822,71,"111294,5","7901909,5",,
08.12.2020,17:46:00,109581,115204,107924,111649,28,"111089,5",3110506,,
08.12.2020,17:47:00,108373,115233,108067,111602,80,"110818,75",8865500,,
08.12.2020,17:48:00,114183,115205,107904,113762,64,"112763,5",7216864,,
08.12.2020,17:49:00,112562,115268,107963,113093,72,"112221,5",8079948,,
08.12.2020,17:50:00,110559,115229,107908,114662,37,"112089,5","4147311,5",,
08.12.2020,17:51:00,108287,115248,107901,109918,8,"110338,5",882708,,
08.12.2020,17:52:00,113959,114849,107927,113622,9,"112589,25","1013303,25",,
08.12.2020,17:53:00,114246,115294,108053,113439,25,112758,2818950,,
08.12.2020,17:54:00,111306,115115,107940,110368,77,"111182,25","8561033,25",,
08.12.2020,17:55:00,113241,115207,108009,108369,23,"111206,5","2557749,5",,
08.12.2020,17:56:00,113001,115287,108077,111678,23,"112010,75","2576247,25",,
08.12.2020,17:57:00,108757,115273,107963,109038,2,"110257,75","220515,5",,
08.12.2020,17:58:00,110586,115293,107984,111196,49,"111264,75","5451972,75",,
08.12.2020,17:59:00,112672,115263,107926,111796,47,"111914,25","5259969,75",,
08.12.2020,18:00:00,111624,114901,108051,108139,10,"110678,75","1106787,5",,
08.12.2020,18:01:00,114735,115243,107906,111681,1,"112391,25","112391,25",,
08.12.2020,18:02:00,108238,115282,108010,114133,33,"111415,75","3676719,75",,
08.12.2020,18:03:00,110501,115245,108020,114695,1,"112115,25","112115,25",,
08.12.2020,18:04:00,110807,114908,108022,112208,64,"111486,25",7135120,,
08.12.2020,18:05:00,109475,115242,107973,114998,8,111922,895376,,
08.12.2020,18:06:00,114187,114967,108046,110979,44,"112044,75",4929969,,
08.12.2020,18:07:00,113131,115110,108176,113478,65,"112473,75","7310793,75",,
08.12.2020,18:08:00,107934,115280,107934,114254,38,"111350,5",4231319,,
08.12.2020,18:09:00,111915,115288,107913,115257,18,"112593,25","2026678,5",,
08.12.2020,18:10:00,115163,115257,107935,114579,11,"113233,5","1245568,5",,
08.12.2020,18:11:00,115145,115291,108195,111739,1,"112592,5","112592,5",,
08.12.2020,18:12:00,112010,115144,108114,109120,55,111097,6110335,,
08.12.2020,18:13:00,109895,115250,107943,110687,79,"110943,75","8764556,25",,
08.12.2020,18:14:00,109664,115045,108128,108128,43,"110241,25","4740373,75",,
08.12.2020,18:15:00,112211,114856,108147,114630,34,112461,3823674,,
08.12.2020,18:16:00,111846,115218,108089,112735,52,111972,5822544,,
08.12.2020,18:17:00,113448,114927,108439,108625,26,"111359,75","2895353,5",,
08.12.2020,18:18:00,110673,114864,107995,110359,31,"110972,75","3440155,25",,
08.12.2020,18:19:00,109834,115214,107938,111928,60,"111228,5",6673710,,
08.12.2020,18:20:00,114064,115271,108004,115271,79,"113152,5","8939047,5",,
08.12.2020,18:21:00,113830,115288,107923,110273,37,"111828,5","4137654,5",,
08.12.2020,18:22:00,107994,115256,107994,109756,13,110250,1433250,,
08.12.2020,18:23:00,111910,115250,107980,114906,4,"112511,5",450046,,
08.12.2020,18:24:00,113945,115068,107944,109943,13,111725,1452425,,
08.12.2020,18:25:00,113669,115057,107934,109786,74,"111611,5",8259251,,
08.12.2020,18:26:00,114984,115173,108025,113894,69,113019,7798311,,
08.12.2020,18:27:00,112381,115252,108351,108507,26,"111122,75","2889191,5",,
08.12.2020,18:28:00,114279,115190,108065,109455,68,"111747,25",7598813,,
08.12.2020,18:29:00,111227,115138,107903,112440,48,111677,5360496,,
08.12.2020,18:30:00,110443,115163,108214,112644,4,111616,446464,,
08.12.2020,18:31:00,109881,115290,107956,115290,23,"112104,25","2578397,75",,
08.12.2020,18:32:00,112719,115021,107943,114250,94,"112483,25","10573425,5",,
08.12.2020,18:33:00,114791,115093,108049,113039,96,112743,10823328,,
08.12.2020,18:34:00,112868,115298,108131,114875,12,112793,1353516,,
08.12.2020,18:35:00,108559,115279,107924,114428,89,"111547,5","9927727,5",,
